TCGA-06-0675-11A-32R-A36H-07	TCGA-06-0678-11A-32R-A36H-07	TCGA-06-AABW-11A-31R-A36H-07	TCGA-06-0680-11A-32R-A36H-07	TCGA-06-0681-11A-41R-A36H-07
LOC643677	2	3	0	4	0
LOC643923	5	0	0	1	4
LOC644669	5	2	4	8	4
LOC645323	1821	1951	1570	2206	2022
LOC645332	104	45	74	86	75
LOC646627	19	12	0	16	26
LOC646851	121	87	110	201	116
LOC647288	1	4	0	1	1
LOC647946	5	5	2	1	1
LOC723972	9	16	24	11	14
LOC729176	34	36	66	43	35
LOC729467	0	0	0	0	0
LOC730101	324	296	128	177	237
LOC730811	32	36	0	34	16
LOC731789	3	0	2	7	6
LOC84740	61	55	46	42	56
LOC84989	4	4	8	6	4
LOC91149	47	79	13	66	76
LOC92659	82	47	108	87	70
LOH3CR2A	15	17	25	12	15
LONRF2	20500	26469	5476	21976	16836
LOXHD1	41	215	11	40	17
LOXL1	51	149	112	81	49
LOXL2	99	258	171	62	81
LOXL3	190	157	256	179	224
LOXL4	7	26	26	8	16
LOX	102	97	90	66	98
LPAL2	4	2	14	7	7
LPAR1	1305	3483	20500	1774	3892
LPAR2	121	69	184	168	150
LPAR3	34	30	10	67	9
LPAR4	41	37	96	68	32
LPA	45	20	3	40	8
LPCAT3	579	777	928	460	562
LPCAT4	4070	1959	1290	4215	4193
LPGAT1	5898	5417	9253	5867	5608
LPL	800	637	824	647	459
LPO	17	19	39	9	16
LPPR1	1068	1223	3362	1136	1648
LPPR3	1687	1383	370	1740	1989
LPPR4	13465	11609	3252	12894	11322
LPP	112	94	39	128	40
LQK1	43	7	27	9	31
LRAT	130	50	165	203	61
LRFN2	1497	1477	462	1320	1267
LRFN5	2778	1941	433	2569	2444
LRG1	10	20	3	6	14
LRGUK	4	1	0	6	3
LRIG1	9600	12910	13048	8051	8943
LRP10	2200	2460	4103	2083	2123
LRP11	4840	4420	4098	4808	4451
LRP2BP	310	331	377	419	345
LRP2	152	323	12093	188	851
LRP5	534	807	983	556	519
LRRC10	0	0	0	0	0
LRRC15	3	5	0	0	0
LRRC17	89	97	166	172	104
LRRC18	0	0	0	0	0
LRRC25	134	55	76	54	59
LRRC2	1487	1499	72	1302	815
LRRC31	0	0	0	0	0
LRRC36	8	10	5	13	11
LRRC37A4	205	263	499	431	155
LRRC3	20	12	17	10	8
LRRC45	483	169	459	450	538
LRRC46	11	7	5	13	11
LRRC48	56	64	66	56	57
LRRC52	0	0	0	0	0
LRRC55	766	1107	523	940	735
LRRC56	446	202	168	466	241
LRRC67	2	3	8	1	0
LRRC69	0	0	2	0	0
LRRC7	1996	2380	1074	1961	1752
LRRC8A	6401	8812	4639	6492	5681
LRRC8B	7864	6753	6889	7843	7435
LRRC8E	3	6	5	3	1
LRRCC1	514	595	1117	470	588
LRRIQ4	0	0	2	1	1
LRRK1	1299	595	226	1407	946
LRRN1	1590	976	1082	1875	1534
LRRN4CL	43	21	12	48	28
LRRTM1	1925	1225	510	1569	1734
LRTM1	1	7	6	2	5
LRTM2	2731	1891	449	2695	2533
LSM11	1704	1471	516	1889	1695
LSM2	423	542	1243	479	598
LSM5	644	715	1051	573	714
LSM7	632	608	738	665	822
LST1	178	168	268	134	182
LTA	0	6	12	1	0
LTB4R	63	62	162	64	70
LTBP1	762	1046	1556	822	689
LTBP2	316	354	142	308	222
LTBP3	4891	5026	9404	5343	5323
LTB	20	19	13	9	38
LTC4S	30	12	86	45	66
LTF	29	84	40	15	67
LUM	229	107	82	117	76
LUZP1	4295	3751	1106	5067	3876
LUZP2	1644	1334	933	1633	1589
LY6G5C	15	35	59	25	49
LY6G6D	0	0	0	0	0
LY6H	6947	6523	3372	6760	8209
LY86	372	255	543	184	438
LY96	95	62	70	37	72
LY9	0	1	0	0	3
LYAR	115	236	491	111	227
LYG2	0	0	0	0	0
LYNX1	19258	13521	8192	19928	13299
LYN	923	788	590	582	771
LYPD1	868	2250	1217	1329	1169
LYPD5	757	1055	401	678	681
LYPD6B	68	46	17	95	83
LYPLA1	987	907	599	1037	882
LYZL4	7	9	0	6	2
LYZ	197	252	116	89	245
MACC1	7	0	0	2	1
MACROD1	264	247	352	267	390
MACROD2	1917	1561	535	2056	1455
MAD2L1	222	225	179	233	239
MAD2L2	798	859	1422	771	886
MADD	14345	12634	6897	12585	11224
MAFB	1480	1014	275	1051	1190
MAFK	2543	4784	3466	2748	2470
MAGEA12	0	2	6	4	4
MAGEC3	19	10	82	21	37
MAGEE1	5802	4216	1665	5469	4960
MAG	3399	14061	87951	4600	10073
MAK	2	7	11	4	4
MAL2	6377	4430	1384	5759	6017
MALL	187	376	48	147	173
MAL	1534	3571	19587	1580	3725
MAMDC2	97	8	15	44	40
MAMDC4	63	133	295	118	158
MAML2	325	374	418	415	293
MAN1A1	1885	2940	285	1823	1513
MAN2A2	7490	8380	20555	7864	8073
MAN2B1	872	714	2010	914	879
MANF	690	1059	1133	590	733
MAP1A	137768	85491	37620	137768	67273
MAP1B	122791	81598	32326	93116	66186
MAP1D	104	85	188	124	88
MAP1LC3A	5036	6096	4671	5424	5613
MAP1LC3C	22	3	3	6	4
MAP2K1	14211	15122	5957	13485	12878
MAP2K4	7771	6893	3583	8454	7827
MAP3K10	8029	6274	2709	7958	6169
MAP3K13	196	345	111	206	144
MAP3K15	3	1	0	1	2
MAP3K1	389	437	505	538	402
MAP3K9	1459	1179	118	1514	657
MAP4K1	47	14	80	36	40
MAP6D1	1649	1846	11812	1522	2712
MAP7D2	6166	5175	1580	6548	5623
MAP7D3	60	75	166	92	75
MAP7	3401	3775	18552	3540	4350
MAPK10	8832	7022	2754	9052	9371
MAPK13	325	320	82	322	413
MAPK15	297	126	36	184	171
MAPK7	568	613	787	430	484
MAPK8IP2	16054	16025	5952	15741	15070
MAPK8IP3	21239	28525	19308	21658	19587
MAPK9	11212	10716	5098	12425	11853
MAPKAPK2	1305	1905	2888	1228	1471
MAPKAPK3	756	716	1020	776	667
MAPRE1	2678	3644	5276	2602	2940
MAPRE3	11285	11411	4905	10915	11346
MARCH11	81	91	27	97	82
MARCH3	138	529	512	145	129
MARCH4	1671	1022	270	1561	1480
MARCH9	1048	645	703	949	935
MARCKSL1	6506	9140	33709	7149	10847
MARCKS	11542	10996	8979	11502	13959
MARVELD1	266	170	187	286	261
MARVELD2	33	17	27	25	29
MARVELD3	7	0	3	11	6
MAS1	23	7	0	23	19
MASP1	563	497	1196	706	599
MAST1	7017	5146	1611	7630	7026
MAST3	18470	16259	11091	16201	16478
MATK	2742	2384	611	2417	2568
MATN1	17	57	66	16	14
MATN2	1112	2059	2944	1327	1350
MATN3	213	65	56	94	94
MATN4	1	0	3	2	2
MAVS	3083	2625	5267	2957	2784
MBD6	746	882	1929	997	929
MBLAC2	1964	1054	1321	1661	1645
MBNL2	7229	6551	15996	7095	7238
MBNL3	22	10	33	17	17
MBP	50530	313133	869912	60609	869912
MB	9	6	2	9	7
MC1R	181	236	153	160	172
MC3R	0	11	0	1	0
MC4R	77	63	40	96	68
MC5R	2	4	0	2	1
MCART6	102	84	281	175	153
MCCC2	1846	1404	1621	1704	1689
MCF2L2	3235	2259	776	2531	1556
MCF2	968	283	329	1018	836
MCHR1	1466	1190	377	1657	1209
MCHR2	705	392	40	677	414
MCL1	6482	8029	6255	4295	7116
MCM10	5	4	12	5	2
MCM2	384	385	625	448	370
MCM3APAS	46	37	50	49	40
MCM3	1346	1175	1713	1213	1109
MCM5	362	435	1533	362	406
MCM6	1162	906	1102	982	1032
MCM7	919	1143	4964	1002	1444
MCM8	97	64	332	75	86
MCM9	9	34	83	20	19
MCOLN2	5	2	2	0	2
MCTP1	1678	1676	444	1771	920
MDFIC	369	472	311	335	331
MDFI	76	108	100	88	125
MDH1	21598	21658	10815	22299	24906
MDK	511	413	323	288	560
MDM2	2585	2664	4370	2462	2577
ME1	2542	2160	1626	2451	2245
MED20	283	371	713	369	407
MEF2A	8791	8441	3965	8279	7120
MEF2B	13	25	68	43	12
MEF2C	23640	15489	3934	23861	23938
MEF2D	10738	7720	3386	10054	8578
MEG3	7220	7472	2124	12318	10083
MEGF11	886	1884	1033	787	405
MEIG1	2	3	14	0	6
MEIS3	4784	7591	1708	4027	3580
MELK	0	2	5	1	1
MEOX2	26	12	11	9	12
MEP1A	0	3	0	1	6
MEPE	298	399	6	165	203
MESP2	38	15	28	31	41
MEST	1010	1173	558	1106	1013
METRN	1818	1870	3622	1950	2496
METTL11B	0	0	0	0	0
METTL1	240	355	292	202	322
METTL7A	6935	4130	7937	6169	6607
METTL7B	73	143	199	53	61
MET	2574	2222	755	3018	2066
MEX3A	59	111	201	54	89
MEX3C	1234	1432	2241	1173	1278
MFAP2	2	8	2	12	1
MFAP4	280	174	114	540	207
MFAP5	22	3	15	11	6
MFNG	152	238	223	172	157
MFSD1	1349	1150	1668	1363	1420
MFSD2A	1200	1722	1450	886	776
MFSD4	11310	5123	2340	9315	10879
MFSD6	7371	6874	13896	8135	7170
MGAM	5	6	15	4	7
MGAT3	7679	9517	6985	7376	6441
MGAT5B	9404	4542	574	8204	6003
MGC12982	5	11	5	6	6
MGC16121	14	12	16	17	47
MGC16703	32	32	47	45	38
MGC23270	7	6	37	10	5
MGC23284	640	370	264	766	524
MGC29506	0	0	0	0	3
MGP	937	665	180	527	759
MIAT	12747	7162	2014	17689	14061
MIA	0	1	5	0	1
MICAL1	1004	850	1255	1188	1181
MICAL2	12536	13794	3422	13014	10544
MICB	65	61	32	16	34
MIDN	1938	4935	3207	1901	3102
MIF4GD	379	371	1192	305	380
MIIP	1050	842	1204	843	881
MIPOL1	78	49	60	52	56
MIR155HG	4	16	5	2	14
MIR17HG	7	20	44	19	29
MIXL1	0	0	0	0	0
MKI67	49	7	58	28	15
MKL2	17007	11079	2633	15329	12225
MKRN3	64	66	517	54	67
MKS1	261	198	429	258	262
MLANA	0	0	0	0	0
MLF1IP	26	17	58	21	35
MLXIPL	1090	602	589	1160	1159
MMD	6870	6558	2746	6749	5073
MMEL1	5	8	2	6	6
MME	39	31	11	40	44
MMP11	130	12	33	34	21
MMP13	0	0	0	0	0
MMP14	606	963	943	578	500
MMP15	816	1296	882	734	691
MMP16	907	618	230	886	429
MMP17	2538	3311	714	2572	2688
MMP19	323	355	1266	275	635
MMP1	3	3	2	0	1
MMP23B	19	60	18	4	24
MMP25	35	23	12	25	32
MMP2	553	536	244	409	530
MMP3	1	196	141	59	8
MMP7	56	1	0	0	0
MMP8	0	0	0	0	0
MMP9	17	3	0	1	13
MMRN1	82	51	86	56	65
MNDA	367	150	332	180	296
MNS1	75	82	92	59	65
MNX1	0	0	0	0	0
MOAP1	14234	17177	5867	15656	16673
MOBKL1B	412	498	401	406	397
MOBP	2513	7242	56908	2786	9952
MOCOS	8	1	5	1	6
MOG	1696	6293	47300	2395	6716
MORC1	0	1	7	2	4
MORC4	157	206	700	190	227
MORN5	22	18	14	28	30
MOSC1	605	487	304	557	487
MOSPD3	519	763	773	550	534
MOS	3	0	3	4	4
MOV10	554	425	543	502	461
MPEG1	195	266	274	458	363
MPL	44	65	265	39	56
MPO	117	33	27	93	76
MPP2	4749	3428	7128	4730	4819
MPP7	1092	1145	206	1031	1043
MPPED1	3667	3319	1037	3881	3321
MPZL1	2333	2036	1764	1858	2069
MPZ	21	78	117	29	32
MR1	60	73	73	95	70
MRAP2	1295	2643	1224	1420	1655
MRC1	343	80	28	171	112
MRC2	999	1382	2542	1015	782
MREG	468	397	217	386	482
MRGPRF	94	85	68	128	69
MRPL42	577	671	994	580	667
MS4A14	23	16	22	18	46
MS4A2	0	0	0	0	0
MS4A4A	218	49	35	38	48
MS4A6A	556	99	312	97	48
MS4A7	465	326	161	178	604
MS4A8B	38	6	2	20	21
MSC	472	1021	125	495	363
MSI1	364	552	334	551	395
MSMP	79	59	77	75	58
MSN	4657	6187	5127	4528	4265
MSR1	246	337	133	212	439
MST1	77	58	313	150	116
MST4	39	23	47	32	43
MSTN	44	24	111	47	63
MSX1	203	125	188	257	252
MSX2	100	34	42	63	64
MT1G	1081	1068	704	1689	626
MT1L	37	53	61	35	61
MT1X	3105	3019	2734	1130	978
MT2A	4361	5125	5102	3053	4027
MTBP	43	41	111	84	67
MTCP1NB	269	250	683	269	375
MTHFD2	353	389	323	158	284
MTL5	41	17	24	43	45
MTMR11	216	331	270	290	240
MTMR12	3483	3256	2276	3349	3277
MTMR7	2915	2210	2190	2909	2511
MTP18	164	233	144	155	157
MTSS1L	19120	18305	12256	22768	18386
MTTP	35	42	106	36	33
MTUS2	1606	788	317	1532	1393
MUC13	1	0	3	1	0
MUC1	87	51	76	43	42
MUC4	20	17	2	19	3
MUM1L1	912	1190	505	1111	861
MUTED	208	198	419	200	245
MXD3	127	125	197	96	111
MXD4	3960	2680	3297	3491	3645
MXRA5	107	180	72	72	51
MXRA8	627	587	401	847	661
MYADML2	295	177	58	408	166
MYADM	3863	3685	4483	3741	4266
MYBL2	3	1	8	0	2
MYBPC2	30	32	5	26	12
MYBPHL	28	38	112	15	32
MYBPH	0	11	8	0	3
MYB	5	3	0	10	18
MYCBP2	15382	11298	4784	16609	13280
MYCBP	112	248	230	106	182
MYCL1	89	70	79	101	100
MYCNOS	11	8	8	8	14
MYCN	219	233	945	237	258
MYC	302	973	169	206	368
MYD88	619	627	384	280	325
MYEOV	0	0	0	0	0
MYH13	5	10	0	6	3
MYH6	12	18	5	13	12
MYH7B	495	575	2235	595	781
MYH7	449	430	124	402	236
MYL2	0	1	2	8	2
MYL6	7524	9764	10949	7848	10825
MYLK2	41	58	75	90	75
MYLK3	46	37	11	51	36
MYO15A	226	96	23	268	227
MYO1D	603	1556	10397	721	1725
MYO1F	597	347	852	431	576
MYO1G	28	32	12	9	35
MYO5A	24100	21239	6357	26072	17391
MYO7B	35	51	53	19	21
MYOD1	0	0	0	0	0
MYOF	594	829	400	382	467
MYOM2	3413	2135	678	3374	1360
MYOZ1	24	25	72	16	32
MYOZ2	3	8	12	5	13
MYPN	5	33	17	12	6
MYPOP	1385	1242	562	1297	1415
MYRIP	4836	3498	2723	4596	2922
MYT1L	12151	10325	2043	11260	9798
MYT1	411	384	357	422	385
N4BP2	192	145	33	207	82
N4BP3	693	544	132	828	524
NAA38	244	293	489	304	280
NAALADL1	19	6	14	22	32
NACAD	5608	7529	23418	5853	6108
NACA	11273	11212	12440	11152	12318
NAGA	773	732	937	702	621
NAGLU	644	564	2069	707	686
NAGPA	1371	773	760	1365	1444
NAGS	35	15	13	14	25
NALCN	4594	3921	5343	5173	4577
NAMPT	2427	5546	2168	2336	2653
NANOG	0	0	0	1	1
NAP1L2	7895	5777	2098	7787	7822
NAP1L3	12241	8417	4759	12489	12078
NAP1L5	7495	9380	2987	8023	8398
NAPB	40325	41507	10345	38122	37369
NAPG	5214	5038	3857	5263	4606
NAPSA	2	0	20	3	4
NAPSB	326	1	543	43	59
NAT1	12	15	23	12	11
NAT2	3	3	7	8	1
NAT8L	7199	5638	3065	7287	6354
NAV2	2329	3186	2037	2957	2225
NAV3	4036	4539	3257	4243	3438
NBEAL1	91	71	77	125	38
NBEA	7435	6034	2263	8935	5723
NBLA00301	0	0	0	0	0
NBPF16	124	19	60	38	57
NBPF7	0	1	0	2	0
NCALD	12167	10825	3308	12846	14367
NCAPG2	489	653	754	597	429
NCAPG	12	3	18	2	1
NCAPH	13	19	91	24	24
NCBP2	3303	3182	2626	3425	3639
NCDN	64051	67273	15854	56908	54908
NCEH1	5371	3443	963	5223	4521
NCF1B	18	12	53	16	12
NCF1C	10	3	59	5	6
NCF1	68	41	174	62	60
NCF2	139	128	233	117	141
NCF4	86	52	112	53	79
NCKAP1L	781	605	662	467	547
NCOA7	6962	5759	7199	8267	6255
NCR3	0	0	2	1	2
NCRNA00086	4664	2965	1261	4571	3612
NCRNA00087	4015	2881	885	4051	3073
NCRNA00093	16	3	5	2	12
NCRNA00110	2	1	17	2	9
NCRNA00119	0	8	0	1	1
NCRNA00158	3	4	2	4	8
NCRNA00161	0	11	2	0	0
NCRNA00162	0	0	0	0	0
NCRNA00164	61	62	13	77	56
NCRNA00169	0	1	0	1	0
NCRNA00171	52	49	70	57	54
NCRNA00173	8	5	28	28	26
NCRNA00176	32	27	37	41	20
NCRNA00188	4164	3648	3434	4066	4397
NCRNA00202	145	38	47	140	99
NCRNA00203	0	0	0	0	0
NCS1	43122	44191	8002	37620	33518
NDC80	2	3	5	0	2
NDEL1	4342	4534	1974	4260	4441
NDFIP2	8636	7859	6175	8309	8158
NDRG1	8255	15826	63163	7058	11596
NDRG4	44944	37119	10738	50052	38630
NDST3	942	423	105	1071	952
NDUFA4L2	556	590	644	666	656
NDUFAF4	1438	1815	923	1378	1491
NEB	115	125	135	141	68
NECAB1	10598	8479	9925	11236	9284
NECAB2	6771	4339	891	5316	5829
NECAP1	9566	11260	4072	9729	9660
NECAP2	910	1073	2087	779	1043
NEDD1	184	202	639	152	180
NEDD4L	8007	7577	1714	7931	7128
NEDD4	177	158	244	148	94
NEDD9	971	1539	351	446	894
NEFH	3810	2838	1024	4658	3740
NEFM	22565	17954	2849	25251	21239
NEGR1	9396	6085	2514	8985	7937
NEIL3	5	4	5	8	8
NEK10	292	84	16	313	180
NEK2	76	8	5	39	52
NELL1	2931	2074	649	3060	2230
NELL2	21418	18720	5512	21910	18594
NES	1502	4685	3536	2060	2247
NETO1	2399	1899	387	2297	1910
NEU4	379	147	754	385	405
NEURL3	11	5	9	17	13
NEURL	6454	5864	1227	5906	4922
NEUROD2	3159	4203	893	2946	2556
NEUROD4	5	1	0	2	4
NEUROD6	2055	1657	342	2155	2043
NEXN	49	34	70	51	30
NFAM1	189	168	281	124	225
NFE2L3	69	74	433	89	110
NFIA	2307	3238	5392	2290	2832
NFIB	3875	3597	3796	3993	4153
NFIX	9022	12520	17689	9880	8584
NFKBIA	2032	2712	2026	1323	2482
NFKBIL2	186	135	173	188	186
NGB	1238	374	52	1008	981
NGEF	12812	12715	3364	11516	12121
NHEDC1	3	12	47	9	8
NHLH2	10	52	275	12	29
NHLRC1	536	330	534	506	465
NHLRC4	13	11	18	17	17
NHSL1	1070	789	731	1072	825
NHSL2	214	172	49	225	102
NID1	842	558	500	573	350
NID2	116	189	173	120	132
NINJ1	1409	1665	2038	1449	1465
NINJ2	95	411	2741	138	309
NIPA1	5201	6816	13876	5834	5341
NIPAL1	7	21	2	6	3
NIPAL2	624	354	50	622	220
NIPAL3	6657	7481	25510	7075	7859
NIPAL4	54	392	3094	73	371
NIPSNAP3B	321	372	113	398	273
NKAIN2	2912	2999	7900	2869	2842
NKAIN3	15	2	7	11	4
NKAIN4	1517	1095	2074	1332	1357
NKD1	126	164	386	115	130
NKG7	1	9	4	16	25
NKIRAS1	2875	2690	1390	2970	3435
NKIRAS2	759	770	1083	672	760
NKRF	2252	2199	1253	2311	2472
NKX2-5	0	0	0	0	0
NKX3-2	0	0	0	0	0
NKX6-1	8	7	3	4	8
NKX6-2	311	1341	10073	385	1548
NLK	6312	3836	3747	5741	6012
NLRC4	54	40	55	38	50
NLRC5	380	387	326	142	188
NLRP11	0	0	0	0	0
NLRP12	1	3	3	0	4
NLRP14	5	0	9	4	5
NLRP2	48	247	108	193	207
NLRP6	1	4	2	1	0
NLRX1	676	437	723	580	551
NMB	104	344	669	177	137
NME4	1153	615	1113	1268	1277
NME6	119	123	265	121	96
NMI	158	163	155	67	123
NMNAT2	14682	13939	2769	15571	14211
NNAT	6073	5591	4398	8327	6331
NNMT	107	174	29	71	85
NOD1	152	162	139	103	116
NOD2	29	22	17	9	10
NODAL	10	11	9	24	15
NOG	86	74	192	78	102
NONO	6537	7417	7087	6579	6916
NOS1AP	2752	2658	968	2675	2047
NOS1	405	594	282	604	164
NOSTRIN	134	178	100	57	123
NOTCH1	2051	3838	6414	2717	2609
NOTCH2NL	711	858	327	682	467
NOTCH2	4186	3944	2640	4878	3534
NOTCH3	1870	2205	1776	2139	1946
NOV	1709	1047	373	2042	1659
NOX3	0	1	0	0	0
NOX4	5	10	8	4	6
NPAS1	591	1455	158	568	676
NPAS2	2786	1916	667	2442	2216
NPAS3	1810	1887	3127	2004	1872
NPAS4	796	460	6	23	1226
NPBWR1	28	6	0	8	8
NPC1L1	0	1	5	0	0
NPC2	1652	1321	3979	1434	1746
NPFFR2	8	7	8	4	9
NPFF	4	7	42	6	4
NPHS1	28	18	23	20	21
NPL	395	336	394	300	475
NPM1	5504	5966	5474	4744	6290
NPM2	2471	1236	299	2107	1806
NPNT	435	386	604	670	350
NPPA	82	79	15	79	118
NPPC	20	3	4	20	24
NPR1	18	252	41	35	59
NPTN	16231	14167	5509	15463	18305
NPTX1	28172	46902	5686	28884	28525
NPTX2	7349	42145	3221	6816	4650
NPTXR	78010	65037	14752	70705	36210
NPY1R	1062	480	252	947	1377
NPY5R	216	74	62	208	191
NPY	1372	3273	3971	1404	1565
NR0B2	0	0	0	0	0
NR1H3	266	236	404	249	304
NR1H4	1	3	0	1	1
NR2C2AP	198	304	585	163	296
NR4A2	941	1562	869	990	1664
NR4A3	407	1519	89	707	1608
NR5A2	0	6	10	1	1
NRADDP	0	0	0	2	1
NRAP	28	630	20	43	107
NRARP	348	1019	203	585	774
NRG3	2660	2254	1047	2548	2109
NRG4	25	29	23	51	47
NRGN	59085	51499	11031	54908	72018
NRIP2	470	621	1765	618	774
NRIP3	5050	6935	2240	5512	4643
NRM	55	88	185	61	65
NRN1	9915	12568	1897	9925	7926
NRP2	1863	1842	935	1750	1764
NRSN1	5598	8716	1590	5898	6625
NRXN3	9476	9880	3137	9253	6646
NSF	31507	34494	7720	32157	32326
NSUN5P2	370	394	817	565	486
NSUN7	30	5	18	20	24
NT5DC1	835	871	4615	1065	1012
NT5DC2	722	559	673	790	540
NT5E	857	1261	1111	1176	1165
NTF4	0	0	0	0	0
NTN1	640	1131	803	514	554
NTN3	12	8	4	9	8
NTNG1	1202	464	197	1316	908
NTRK1	2	10	13	5	4
NTRK2	47300	45323	22436	46902	34289
NTSR1	276	330	140	255	222
NTS	0	0	0	1	0
NUAK1	8535	8979	4695	9888	7710
NUAK2	30	37	250	41	65
NUBP1	270	455	459	285	328
NUBP2	1263	1175	2208	1164	1395
NUDT14	1494	1400	1076	1395	1317
NUDT1	145	120	503	168	150
NUDT5	289	435	908	381	426
NUDT8	57	57	135	71	51
NUF2	9	5	82	9	6
NUP107	555	621	1069	520	442
NUP160	716	830	1378	754	742
NUP205	1180	1155	1399	1216	1025
NUP35	242	274	379	274	287
NUP37	131	155	249	107	148
NUP62CL	2	5	2	2	2
NUPR1	530	495	933	538	368
NUSAP1	32	32	87	23	27
NXF3	0	0	0	0	0
NXF4	0	0	0	0	0
NXF5	0	0	0	0	0
NXNL1	2	4	3	4	2
NXPH2	696	467	156	831	640
NXPH4	263	1686	978	247	334
NXT1	107	200	277	115	189
NXT2	215	283	675	220	240
NYX	0	0	0	0	0
OAS1	510	189	471	117	229
OAS2	1266	312	431	328	376
OAS3	1734	709	537	659	523
OASL	212	61	31	29	36
OBSCN	1210	541	150	1364	916
OBSL1	3769	2957	2162	4248	3640
OCA2	139	192	52	163	87
OCLM	3	1	8	2	0
ODC1	2402	3820	2238	2140	2674
ODF2L	1036	1047	423	1111	826
ODF3B	17	11	22	1	8
ODF3L2	5	3	17	4	4
ODZ2	5160	4075	990	5129	3133
ODZ3	4475	5478	2267	4674	3747
OGDHL	4771	3410	1186	5156	3841
OGN	978	552	54	1318	194
OIP5	0	1	27	1	1
OIT3	0	0	0	0	0
OLFM1	39750	33885	9339	47726	37880
OLFM3	3086	1558	299	3072	2537
OLFML1	47	39	63	50	40
OLFML2A	297	150	139	373	281
OLFML2B	479	534	286	221	256
OLFML3	1186	865	1013	860	704
OLIG1	4139	5165	23787	4962	8309
OLIG2	1802	3227	15122	2019	3258
OMP	0	0	0	0	0
ONECUT2	118	19	2	70	170
OPALIN	2494	8935	36210	3713	7625
OPCML	10576	9551	3047	12195	10683
OPHN1	2271	1582	900	2394	1849
OPN3	1028	953	531	971	1341
OPN4	20	86	33	21	95
OPRD1	68	59	5	67	45
OPRK1	867	462	368	792	736
OPRL1	2552	1550	583	2495	1664
OPRM1	32	8	3	39	11
OPTC	0	0	0	0	0
OPTN	9738	7974	5644	10459	9824
OR10AD1	0	0	0	0	0
OR13C2	0	1	2	0	0
OR13J1	2	11	10	6	3
OR14I1	83	48	5	58	52
OR2AE1	0	0	0	0	0
OR2B11	0	0	0	0	0
OR2B6	0	0	0	0	0
OR2C1	0	1	7	2	0
OR2H1	0	0	0	0	0
OR2K2	0	0	14	0	1
OR2L13	103	190	112	64	360
OR2T33	3	0	0	1	0
OR2T8	1	1	3	2	2
OR2W3	57	37	19	90	72
OR4K2	0	0	0	0	0
OR4N2	0	0	0	0	0
OR4N3P	0	0	0	0	0
OR4N4	0	0	0	0	0
OR51E1	1	5	2	2	4
OR52E2	0	0	0	0	0
OR52W1	0	1	2	0	0
OR56B4	0	0	0	0	0
OR6B2	0	8	7	0	0
OR6B3	0	15	2	0	0
OR7A5	41	8	560	1	8
ORAI1	145	280	532	154	218
ORAI3	392	229	567	382	380
ORC1L	7	9	10	4	7
ORM1	0	0	0	0	0
ORMDL2	188	290	767	205	287
OS9	7514	7495	6909	7453	8826
OSBPL10	904	1167	295	869	823
OSBPL11	1663	1000	1605	1170	899
OSBPL1A	9412	7335	14776	9277	9207
OSCAR	78	176	80	54	118
OSGIN2	1842	2004	2432	1792	1793
OSMR	481	718	351	174	153
OSR2	0	0	0	0	1
OST4	1711	1678	2360	1679	1907
OSTBETA	0	1	10	1	0
OSTC	763	861	1009	681	835
OTC	3	0	0	0	0
OTOF	841	298	96	365	386
OTP	0	0	0	1	0
OTUB2	358	508	66	303	317
OTUD7A	539	504	871	467	408
OVCA2	411	294	486	504	235
OVOL1	9	6	4	4	3
OVOL2	12	9	0	8	11
OXCT1	9755	9192	3822	9339	9118
OXGR1	45	7	12	55	74
OXR1	9764	8922	3431	12063	8950
OXSM	193	116	272	192	209
P2RX1	11	7	2	11	8
P2RX2	77	63	17	105	44
P2RX3	0	0	0	0	0
P2RY10	0	0	0	1	1
P2RY4	0	0	0	1	0
P2RY8	9	11	9	9	16
P4HA1	862	1154	2107	853	884
P4HA3	4	16	13	5	9
P4HB	6805	7649	8411	6331	6847
PA2G4P4	47	66	73	42	51
PABPC1L	61	83	238	121	133
PABPC1P2	0	0	0	0	0
PABPC1	7953	6401	9015	6576	8273
PABPC3	131	89	142	90	84
PABPC4L	12	8	5	13	7
PABPC5	105	159	270	105	120
PACSIN1	33343	25417	4762	29793	24100
PADI1	2	0	56	0	3
PAG1	1304	1209	1760	1410	1358
PAGE2B	0	0	0	0	0
PAICS	3215	2973	3242	3193	3416
PAIP2B	1431	2873	8485	1597	2179
PAK1	22636	26573	4814	22103	22768
PAK3	1376	1181	152	1737	472
PAK6	5203	5309	899	4514	3600
PAK7	1880	1295	403	1825	1885
PALLD	2433	2457	1483	2062	1670
PALM2	2378	2112	4876	2420	2452
PALM	16259	16054	6764	15437	13100
PANX2	1892	1525	474	2129	1784
PAPL	18	41	677	29	50
PAPSS2	669	332	194	320	242
PAQR9	118	156	35	115	77
PARD3B	59	49	75	104	35
PARD3	797	596	312	858	743
PARD6G	111	105	206	143	119
PARK2	1570	1120	507	1604	1345
PARM1	7247	5188	876	8441	6589
PARP10	1190	858	1423	866	930
PARP12	385	481	419	160	246
PARP14	1831	1169	789	873	944
PARP15	6	1	10	6	0
PARP4	714	914	2447	663	816
PARP9	1236	883	905	537	692
PART1	306	599	169	353	279
PARVB	1153	1302	718	1025	862
PARVG	255	282	307	208	264
PATE2	9	1	3	10	6
PATL1	1126	1294	1407	1061	1062
PATL2	6	3	16	4	3
